artist,track,album,album_type,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,stream,duration_min,is_feat
SAINt JHN,BROWN SKIN GIRL,The Lion King: The Gift,album,0.603,0.602,6,-7.083,0.23,0.049,0.0,0.279,0.595,119.703,114333996,4.1412,0
SAINt JHN,Roses,Collection One,album,0.782,0.5,5,-6.473,0.0611,0.342,1.88e-05,0.133,0.28,102.008,113167612,2.8935166666666667,0
SAINt JHN,94 Bentley,Ghetto Lenny's Love Songs,album,0.706,0.558,7,-5.253,0.0525,0.0792,0.0,0.162,0.212,112.975,29512481,2.8234166666666667,0
SAINt JHN,Reflex,Collection One,album,0.693,0.494,1,-7.252,0.108,0.139,0.000187,0.111,0.302,135.022,70301311,4.0307,0
Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,single,0.629,0.328,11,-8.284,0.029,0.768,2.5e-05,0.103,0.389,74.953,391099088,3.295533333333333,0
Sasha Alex Sloan,Older,Loser,single,0.628,0.298,11,-9.539,0.0713,0.732,0.0,0.116,0.166,63.762,262081951,3.08155,0
Sasha Alex Sloan,Only,The Search,album,0.868,0.654,9,-4.832,0.0766,0.208,0.0,0.187,0.299,138.02,90373418,3.7573333333333334,0
Sasha Alex Sloan,when was it over? (feat. Sam Hunt),when was it over? (feat. Sam Hunt),single,0.626,0.453,7,-9.295,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,61571055,3.6348833333333332,1
Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),single,0.682,0.363,2,-10.837,0.0261,0.699,3e-05,0.363,0.203,94.978,54361398,2.57125,1
Sasha Alex Sloan,Loop,Loop,single,0.693,0.725,5,-6.318,0.0439,0.0628,0.00785,0.157,0.379,125.068,13240741,3.176,0
Sasha Alex Sloan,I'll Wait,Golden Hour,album,0.611,0.649,1,-6.968,0.058,0.15,1.53e-05,0.105,0.353,123.002,172802449,3.58935,0
Sasha Alex Sloan,Too Sad To Cry,Self Portrait,single,0.515,0.27,10,-9.935,0.0357,0.842,0.0,0.114,0.234,120.483,53905210,3.4831166666666666,0
Sasha Alex Sloan,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),single,0.647,0.642,9,-7.306,0.0743,0.262,0.0,0.134,0.48,90.045,44428375,2.7361166666666668,1
Sasha Alex Sloan,House With No Mirrors,Only Child,album,0.72,0.408,2,-11.725,0.0498,0.832,2.61e-06,0.0992,0.341,121.972,37753783,3.79355,0
Ashe,Moral of the Story,Ashlyn,album,0.569,0.403,10,-8.618,0.0439,0.593,4.49e-06,0.102,0.269,119.819,505682695,3.3502833333333335,0
Ashe,Moral of the Story (feat. Niall Horan) - Bonus Track,Ashlyn,album,0.579,0.37,10,-8.9,0.0383,0.496,0.0,0.221,0.216,119.799,193474453,3.3085833333333334,1
Ashe,Till Forever Falls Apart,Ashlyn,album,0.346,0.501,2,-6.939,0.0364,0.421,0.0,0.0657,0.299,99.855,174133714,3.71545,0
Ashe,Missing You (with Ashe),Missing You,single,0.639,0.34,0,-12.185,0.0604,0.319,0.0,0.169,0.333,115.034,3710853,3.9301833333333334,1
Ashe,Another Man's Jeans,Rae,album,0.723,0.809,1,-5.389,0.0297,0.00113,1.72e-05,0.235,0.936,119.981,15230221,2.750983333333333,0
Ashe,Love Is Letting Go (feat. Diane Keaton),Rae,album,0.597,0.283,9,-9.468,0.0292,0.923,1.28e-06,0.121,0.438,88.867,2992035,2.5810833333333334,1
Ashe,Hope You're Not Happy,Rae,album,0.509,0.62,10,-7.581,0.0267,0.0435,0.0012,0.146,0.439,71.495,4150083,2.740066666666667,0
Ashe,Angry Woman,Rae,album,0.653,0.568,8,-7.987,0.0272,0.00322,0.00968,0.226,0.518,104.995,4731731,2.55005,0
Ashe,I'm Fine,Ashlyn,album,0.521,0.486,9,-6.547,0.0273,0.0951,0.0,0.147,0.279,147.964,15410440,2.2724166666666665,0
Ashe,Save Myself,Ashlyn,album,0.547,0.546,9,-9.209,0.036,0.384,0.0,0.317,0.526,146.804,34930713,3.741,0
Capital Bra,VIJA VIJA,VIJA VIJA,single,0.781,0.712,4,-4.39,0.0436,0.093,0.00028,0.136,0.32,102.052,3663929,2.562883333333333,0
Capital Bra,Neymar,Berlin lebt,album,0.75,0.662,7,-6.142,0.239,0.56,0.0,0.133,0.533,123.949,150615162,4.394116666666666,0
Capital Bra,Wieder Lila,Wieder Lila,single,0.656,0.756,2,-4.026,0.3,0.435,0.0,0.0934,0.645,168.031,148400524,3.1342833333333333,0
Capital Bra,BERETTA,DEUTSCHRAP BRANDNEU,album,0.694,0.64,2,-6.0,0.127,0.0474,2.77e-06,0.39,0.195,89.964,18997861,3.53345,0
Capital Bra,UUU (feat. Capital Bra),UUU (feat. Capital Bra),single,0.826,0.787,10,-6.351,0.0432,0.497,6.29e-05,0.159,0.51,125.017,2457102,2.9404666666666666,1
Capital Bra,7 Stunden,Treppenhaus,album,0.767,0.558,11,-6.638,0.22,0.471,0.0,0.0653,0.325,110.573,67195073,2.9113333333333333,0
Capital Bra,0Uhr26,0Uhr26,single,0.76,0.711,5,-4.964,0.108,0.0746,0.0,0.104,0.573,124.991,5642258,2.41645,0
Capital Bra,Tilidin,Berlin lebt 2,album,0.631,0.673,6,-4.892,0.384,0.407,0.0,0.154,0.721,83.504,161139509,2.8672666666666666,0
Capital Bra,110,Berlin lebt 2,album,0.48,0.749,1,-5.057,0.432,0.533,0.0,0.0997,0.419,179.056,171551180,3.2422333333333335,0
Capital Bra,One Night Stand,Berlin lebt,album,0.645,0.636,5,-6.128,0.437,0.397,1.49e-06,0.0818,0.897,101.933,100229507,2.7055833333333332,0
Billie Eilish,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,4,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,2110573779,3.3364333333333334,1
Billie Eilish,TV,Guitar Songs,single,0.412,0.236,4,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214,188946951,4.689683333333333,0
Billie Eilish,Happier Than Ever,Happier Than Ever,album,0.332,0.225,0,-8.697,0.0348,0.767,0.00349,0.128,0.297,81.055,907762843,4.98165,0
Billie Eilish,everything i wanted,everything i wanted,single,0.704,0.225,6,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,1247913202,4.090433333333333,0
Billie Eilish,Bored,Bored,single,0.614,0.318,7,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,672865943,3.01555,0
Billie Eilish,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,1478156307,3.26795,0
Billie Eilish,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,0.701,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,2203014126,3.2348,0
Billie Eilish,idontwannabeyouanymore,dont smile at me,single,0.483,0.412,7,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163,874910597,3.3928166666666666,0
Billie Eilish,Happier Than Ever - Edit,Happier Than Ever (Edit),single,0.334,0.599,0,-5.742,0.0365,0.0468,0.000392,0.205,0.127,161.74,338722014,2.5240666666666667,0
Billie Eilish,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446,724306879,4.863266666666667,0
Joji,Glimpse of Us,SMITHEREENS,album,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,769993739,3.8909333333333334,0
Joji,Die For You,SMITHEREENS,album,0.472,0.518,8,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,144541540,3.5277833333333333,0
Joji,SLOW DANCING IN THE DARK,BALLADS 1,album,0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,1018639988,3.4879,0
Joji,YEAH RIGHT,BALLADS 1,album,0.672,0.588,1,-9.573,0.133,0.619,0.241,0.0992,0.204,169.033,581765561,2.9059666666666666,0
Joji,worldstar money (interlude),In Tongues (Deluxe),album,0.577,0.387,7,-8.607,0.274,0.964,0.705,0.208,0.459,146.565,382667972,2.1052,0
Joji,Feeling Like The End,SMITHEREENS,album,0.794,0.668,2,-7.689,0.0646,0.299,0.00104,0.0899,0.632,148.016,33899806,1.708,0
Joji,Sanctuary,Nectar,album,0.552,0.638,1,-7.474,0.11,0.387,0.00014,0.374,0.332,167.834,459554314,3.0003166666666665,0
Joji,YUKON (INTERLUDE),SMITHEREENS,album,0.736,0.71,6,-8.497,0.091,0.383,0.0351,0.395,0.0728,82.482,56866388,2.35155,0
Joji,1AM FREESTYLE,SMITHEREENS,album,0.615,0.541,0,-6.307,0.0263,0.748,0.00268,0.12,0.124,126.049,26191093,1.88445,0
Joji,NIGHT RIDER,SMITHEREENS,album,0.768,0.754,8,-6.713,0.141,0.617,0.919,0.11,0.0388,85.016,23970638,2.1331166666666665,0
ROSALÍA,DESPECHÁ,MOTOMAMI +,album,0.914,0.622,7,-6.538,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,561071997,2.6131333333333333,0
ROSALÍA,Besos Moja2,La Última Misión,album,0.736,0.727,5,-4.642,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,164335543,3.81775,0
ROSALÍA,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,album,0.856,0.618,7,-4.892,0.286,0.0303,0.0,0.0866,0.391,81.993,802716182,3.3866833333333335,0
ROSALÍA,LLYLM,LLYLM,single,0.555,0.634,6,-5.522,0.273,0.129,2.32e-06,0.188,0.555,170.228,8717716,2.90075,0
ROSALÍA,LA FAMA,MOTOMAMI,album,0.766,0.295,0,-7.893,0.0464,0.947,4.44e-05,0.119,0.805,136.016,307582184,3.1351166666666668,0
ROSALÍA,DESPECHÁ RMX,DESPECHÁ RMX,single,0.954,0.582,9,-5.744,0.0727,0.235,1.26e-06,0.0572,0.884,130.008,21170475,2.8471333333333333,0
ROSALÍA,BIZCOCHITO,MOTOMAMI,album,0.93,0.774,1,-4.203,0.0744,0.605,0.0238,0.12,0.781,116.972,148611916,1.8186666666666667,0
ROSALÍA,Con Altura,Con Altura,single,0.882,0.689,6,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,680540511,2.693783333333333,0
ROSALÍA,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",single,0.78,0.759,1,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,489405512,3.3506666666666667,0
ROSALÍA,SAOKO,MOTOMAMI,album,0.827,0.768,0,-5.702,0.265,0.79,2.45e-05,0.497,0.734,99.988,133263975,2.2922166666666666,0
Central Cee,LET GO,LET GO,single,0.735,0.449,2,-9.933,0.383,0.859,0.0,0.213,0.514,146.016,126735336,2.9315,0
Central Cee,Doja,Doja,single,0.911,0.573,6,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,333039487,1.6232166666666668,0
Central Cee,Loading,Wild West,album,0.85,0.68,3,-6.18,0.338,0.732,0.0,0.0964,0.694,144.006,247656028,2.8888833333333332,0
Central Cee,Obsessed With You,23,album,0.746,0.825,3,-4.457,0.0435,0.192,0.0,0.365,0.904,143.062,213944257,1.81085,0
Central Cee,One Up,One Up,single,0.85,0.664,6,-8.119,0.261,0.322,0.0,0.0475,0.743,144.108,46520935,2.6666666666666665,0
Central Cee,Day in the Life,Wild West,album,0.905,0.571,2,-7.979,0.357,0.228,0.0,0.113,0.757,144.892,151987883,3.144833333333333,0
Central Cee,Overseas,Home Alone 2,album,0.838,0.623,8,-7.524,0.354,0.532,0.0,0.307,0.811,135.935,114816287,3.702583333333333,0
Central Cee,"Eurovision (feat. Rondodasosa, Baby Gang, A2 Anti, Morad, Beny Jr, Ashe 22 & Freeze corleone)",23,album,0.741,0.735,10,-6.511,0.299,0.22,0.0,0.185,0.737,144.024,58919711,4.0629333333333335,1
Central Cee,LA Leakers Freestyle,LA Leakers Freestyle,single,0.797,0.832,6,-6.084,0.226,0.0248,5e-06,0.593,0.906,142.001,27406417,2.966666666666667,0
Central Cee,Chapters,No More Leaks,single,0.658,0.674,1,-8.148,0.221,0.113,0.0,0.155,0.671,154.85,17643550,1.9096833333333334,0
Manuel Turizo,La Bachata,La Bachata,single,0.835,0.679,7,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,786419578,2.7106333333333335,0
Manuel Turizo,Los Cachos,777,album,0.774,0.73,0,-3.865,0.134,0.108,0.0,0.194,0.421,91.966,141715807,3.5384,0
Manuel Turizo,Éxtasis,Éxtasis,single,0.829,0.747,7,-3.511,0.149,0.276,0.0,0.339,0.576,98.03,44954838,3.19345,0
Manuel Turizo,Una Vaina Loca,Una Vaina Loca,single,0.811,0.588,1,-3.161,0.0464,0.128,0.0004,0.0929,0.553,107.022,165747529,3.7697833333333333,0
Manuel Turizo,Desconocidos,Para Aventuras y Curiosidades,album,0.719,0.753,7,-4.891,0.179,0.118,4.21e-06,0.212,0.675,174.107,665804353,3.4094,0
Manuel Turizo,Quiéreme Mientras Se Pueda,Dopamina,album,0.793,0.782,4,-3.945,0.0582,0.447,0.0,0.124,0.81,143.86,332888379,3.1990833333333333,0
Manuel Turizo,Color Esperanza 2020,Color Esperanza 2020,single,0.591,0.785,9,-7.768,0.161,0.161,0.0,0.126,0.785,106.002,89466323,3.625783333333333,0
Manuel Turizo,La Nota,Dopamina,album,0.736,0.632,11,-4.939,0.0648,0.18,0.0,0.349,0.503,92.03,483115913,3.601783333333333,0
Manuel Turizo,Una Lady Como Tú,ADN,album,0.788,0.477,4,-7.348,0.0434,0.549,0.0,0.349,0.86,94.983,585902942,3.55045,0
Manuel Turizo,Maldita Foto,Maldita Foto,single,0.743,0.674,2,-4.201,0.129,0.15,0.0,0.0986,0.932,174.024,83347353,3.172416666666667,0
Olivia Rodrigo,good 4 u,SOUR,album,0.563,0.664,9,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,1732870361,2.969116666666667,0
Olivia Rodrigo,traitor,SOUR,album,0.38,0.339,3,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,1070224502,3.82045,0
Olivia Rodrigo,drivers license,SOUR,album,0.561,0.431,10,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,1703268794,4.03355,0
Olivia Rodrigo,deja vu,SOUR,album,0.442,0.612,2,-7.222,0.112,0.584,5.7e-06,0.37,0.178,180.917,1106481765,3.5917833333333333,0
Olivia Rodrigo,favorite crime,SOUR,album,0.369,0.272,9,-10.497,0.0364,0.866,0.0,0.147,0.218,172.929,654583971,2.54445,0
Olivia Rodrigo,happier,SOUR,album,0.395,0.443,6,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924,722767272,2.9322166666666667,0
Olivia Rodrigo,"jealousy, jealousy",SOUR,album,0.695,0.575,10,-6.334,0.116,0.198,0.0,0.0614,0.699,163.929,573764789,2.886,0
Olivia Rodrigo,brutal,SOUR,album,0.672,0.526,4,-6.446,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,449425821,2.395783333333333,0
Olivia Rodrigo,"1 step forward, 3 steps back",SOUR,album,0.473,0.203,2,-12.627,0.102,0.941,0.0,0.126,0.419,168.884,311967740,2.72645,0
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",single,0.376,0.43,0,-6.585,0.0328,0.0902,0.0,0.0912,0.129,77.599,528853212,2.9553833333333333,0
Trippie Redd,The Grinch,A Love Letter To You 4,album,0.676,0.503,8,-6.115,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,194929972,1.5214666666666667,0
Trippie Redd,KNIGHT CRAWLER (feat. Juice WRLD),MANSION MUSIK,album,0.679,0.769,0,-3.539,0.24,0.0537,0.0,0.309,0.424,130.094,10908573,2.95385,1
Trippie Redd,Taking A Walk,LIFE'S A TRIP,album,0.767,0.538,0,-6.044,0.052,0.68,0.0,0.192,0.343,81.031,455881278,2.028,0
Trippie Redd,1400 / 999 Freestyle,A Love Letter To You 3,album,0.825,0.572,6,-6.067,0.0864,0.0079,0.0,0.113,0.568,141.991,427070352,2.9325666666666668,0
Trippie Redd,Miss The Rage (feat. Playboi Carti),Trip At Knight (Complete Edition),album,0.581,0.877,8,-4.938,0.114,0.0151,0.0,0.826,0.353,77.006,387180818,3.94805,1
Trippie Redd,Way Back,Way Back,single,0.657,0.713,7,-4.787,0.0406,0.0791,0.394,0.221,0.544,175.096,6787387,1.9885666666666666,0
Trippie Redd,DARK BROTHERHOOD (feat. Lil Baby),MANSION MUSIK,album,0.681,0.801,7,-2.515,0.179,0.0687,0.0,0.768,0.371,148.936,4886298,3.651,1
Trippie Redd,KRZY TRAIN (feat. Travis Scott),MANSION MUSIK,album,0.579,0.725,9,-4.841,0.0547,0.00224,0.0,0.263,0.353,170.144,4986873,3.8356166666666667,1
Trippie Redd,FULLY LOADED (feat. Future & Lil Baby),MANSION MUSIK,album,0.658,0.515,1,-4.402,0.134,0.0168,2.15e-06,0.596,0.196,90.131,4730664,2.933316666666667,1
Trippie Redd,MANSION MUSIK,MANSION MUSIK,album,0.682,0.61,4,-3.597,0.164,0.0138,0.0,0.235,0.229,145.108,3281551,3.6206833333333335,0
YoungBoy Never Broke Again,To The Bone (feat. YoungBoy Never Broke Again),Only Built For Infinity Links,album,0.899,0.582,11,-7.275,0.264,0.0395,0.0,0.1,0.505,149.973,36808984,4.7199333333333335,1
YoungBoy Never Broke Again,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,album,0.493,0.653,0,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347,210423821,2.0262166666666666,1
YoungBoy Never Broke Again,Make No Sense,AI YoungBoy 2,album,0.876,0.733,10,-4.478,0.333,0.0208,0.0,0.0999,0.962,154.904,296465227,2.4771666666666667,0
YoungBoy Never Broke Again,Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),album,0.474,0.631,5,-5.884,0.343,0.0687,0.0,0.132,0.424,180.056,784195555,3.1553833333333334,1
YoungBoy Never Broke Again,Put It On Me,Realer 2,album,0.665,0.666,9,-7.009,0.429,0.0331,0.0,0.0841,0.844,164.205,31487075,2.536583333333333,0
YoungBoy Never Broke Again,Nevada,"Sincerely, Kentrell",album,0.777,0.59,0,-8.741,0.286,0.397,0.0,0.169,0.238,147.978,96988210,2.5956333333333332,0
YoungBoy Never Broke Again,Bestie,BETTER THAN YOU,album,0.807,0.625,0,-6.67,0.351,0.0741,0.0,0.487,0.871,146.031,59360066,1.8661833333333333,0
YoungBoy Never Broke Again,Vette Motors,The Last Slimeto,album,0.83,0.644,10,-5.431,0.407,0.0298,0.0,0.11,0.227,155.103,39080696,2.8903166666666666,0
YoungBoy Never Broke Again,Outside Today,Until Death Call My Name (Reloaded),album,0.851,0.666,11,-5.334,0.0694,0.139,0.0,0.105,0.0585,134.068,273883875,2.15175,0
YoungBoy Never Broke Again,Black,I Rest My Case,album,0.563,0.805,6,-7.069,0.359,0.0516,0.0,0.474,0.281,75.044,4594547,2.1333333333333333,0
DaBaby,Levitating (feat. DaBaby),Future Nostalgia,album,0.702,0.825,6,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,1634304018,3.3844,1
DaBaby,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,album,0.746,0.69,11,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,1490721785,3.0288833333333334,1
DaBaby,Baby (Lil Baby feat. DaBaby),Quality Control: Control The Streets Volume 2,album,0.97,0.463,10,-7.259,0.366,0.0957,0.0,0.151,0.46,108.003,389570923,2.3736166666666665,1
DaBaby,BOP,KIRK,album,0.769,0.787,11,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,703580009,2.6619166666666665,0
DaBaby,Ball If I Want To,Ball If I Want To,single,0.902,0.669,1,-5.049,0.457,0.161,0.0,0.0728,0.628,139.949,168733318,1.8757833333333334,0
DaBaby,Suge,Baby On Baby,album,0.876,0.662,2,-6.482,0.426,0.0608,0.0,0.127,0.844,75.445,597244386,2.722,0
DaBaby,Bestie,BETTER THAN YOU,album,0.807,0.625,0,-6.67,0.351,0.0741,0.0,0.487,0.871,146.031,59360066,1.8661833333333333,0
DaBaby,VIBEZ,KIRK,album,0.768,0.652,1,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,393777980,2.415583333333333,0
DaBaby,Masterpiece,Masterpiece,single,0.781,0.726,0,-4.213,0.0836,0.0299,0.0,0.093,0.436,139.988,151620673,3.028566666666667,0
DaBaby,Red Light Green Light,Red Light Green Light,single,0.933,0.656,2,-5.85,0.322,0.129,0.0,0.161,0.934,119.987,147139444,2.6513833333333334,0
Christian Nodal,Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,single,0.588,0.452,7,-4.75,0.0268,0.437,0.0,0.344,0.734,139.953,237495955,3.0953833333333334,0
Christian Nodal,Botella Tras Botella,Botella Tras Botella,single,0.727,0.546,0,-4.572,0.0437,0.656,0.0,0.122,0.69,106.891,478748799,3.288883333333333,0
Christian Nodal,La Sinvergüenza,La Sinvergüenza,single,0.704,0.482,9,-5.352,0.0349,0.211,0.0,0.3,0.604,102.01,167661438,3.3088166666666665,0
Christian Nodal,La Siguiente,La Siguiente,single,0.715,0.612,4,-4.32,0.0344,0.471,0.0,0.0838,0.602,93.869,32378214,3.3696,0
Christian Nodal,Adiós Amor,Me Dejé Llevar,album,0.433,0.431,2,-6.422,0.0367,0.169,0.0,0.307,0.722,177.732,472610393,3.322,0
Christian Nodal,La Mitad,Por Primera Vez,album,0.724,0.443,7,-3.743,0.0329,0.73,0.0,0.101,0.763,97.194,266678074,2.9631833333333333,0
Christian Nodal,De Los Besos Que Te Di,Ahora,album,0.504,0.503,7,-3.313,0.0422,0.388,0.0,0.0608,0.709,195.593,360996909,2.78955,0
Christian Nodal,Me Extraño,"Fórmula, Vol. 3",album,0.639,0.516,0,-4.418,0.0296,0.391,0.0,0.259,0.759,94.931,47790192,3.198,0
Christian Nodal,Aquí Abajo,AYAYAY! (Deluxe),album,0.638,0.437,4,-3.857,0.0332,0.282,0.0,0.0894,0.618,147.88,297585871,2.3988833333333335,0
Christian Nodal,Por el Resto de Tu Vida,Por el Resto de Tu Vida,single,0.781,0.662,0,-3.825,0.0336,0.355,0.0,0.161,0.686,91.999,3585845,3.2912833333333333,0
Conan Gray,Heather,Kid Krow,album,0.357,0.425,5,-7.301,0.0333,0.584,0.0,0.322,0.27,102.078,1128042067,3.300666666666667,0
Conan Gray,Memories,Superache,album,0.34,0.684,11,-6.306,0.044,0.00979,0.0,0.348,0.556,112.969,179237341,4.146983333333333,0
Conan Gray,Maniac,Kid Krow,album,0.628,0.639,8,-5.46,0.0435,0.00162,0.0,0.354,0.493,108.045,657779469,3.096216666666667,0
Conan Gray,Family Line,Superache,album,0.326,0.397,6,-8.145,0.0461,0.619,0.0,0.0979,0.276,153.713,83364472,3.601583333333333,0
Conan Gray,People Watching,Superache,album,0.53,0.592,5,-7.281,0.0534,0.381,0.0,0.294,0.544,125.721,213206159,2.6422833333333333,0
Conan Gray,Wish You Were Sober,Kid Krow,album,0.701,0.728,2,-5.226,0.0468,0.0178,0.0,0.17,0.696,91.071,157979493,2.8146666666666667,0
Conan Gray,Astronomy,Superache,album,0.474,0.343,4,-8.571,0.027,0.578,2.65e-05,0.305,0.152,145.115,161854367,4.0651166666666665,0
Conan Gray,Lookalike,Sunset Season,single,0.434,0.302,10,-10.117,0.0378,0.766,7.63e-06,0.149,0.173,121.645,148701769,3.6811166666666666,0
Conan Gray,Disaster,Superache,album,0.614,0.81,0,-5.184,0.0926,0.0101,0.0,0.0832,0.605,171.09,36972708,2.551616666666667,0
Conan Gray,Yours,Superache,album,0.523,0.302,2,-8.868,0.035,0.848,0.0,0.127,0.172,130.47,49714219,3.4161333333333332,0
070 Shake,Escapism.,Escapism. (Sped Up),single,0.538,0.742,2,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,178170998,4.53955,0
070 Shake,Escapism. - Sped Up,Escapism. (Sped Up),single,0.435,0.768,6,-5.352,0.201,0.0857,0.000231,0.0918,0.378,107.588,74518022,3.9981333333333335,0
070 Shake,Guilty Conscience,Modus Vivendi,album,0.539,0.638,7,-6.049,0.136,0.00676,0.0,0.123,0.222,179.822,56036925,3.55555,0
070 Shake,Frozen (feat. 070 Shake),Frozen (feat. 070 Shake),single,0.68,0.638,1,-6.324,0.0366,0.0352,0.0,0.137,0.23,110.004,10352174,2.3272666666666666,1
070 Shake,Cocoon,You Can’t Kill Me,album,0.688,0.321,10,-10.827,0.0305,0.0451,0.00132,0.0939,0.0485,132.001,5222389,3.3500666666666667,0
070 Shake,Escapism. - Slowed Down,Escapism. (Slowed Down),single,0.494,0.67,1,-5.639,0.0907,0.162,0.000166,0.0896,0.274,92.494,1131526,4.785583333333333,0
070 Shake,Guilty Conscience - Tame Impala Remix,Guilty Conscience (Tame Impala Remix),single,0.415,0.878,1,-3.65,0.32,0.0564,0.00348,0.222,0.309,191.777,31138562,3.5831166666666667,0
070 Shake,Danielle (smile on my face),Actual Life 3 (January 1 - September 9 2022),album,0.646,0.865,0,-8.707,0.0698,0.000407,0.0228,0.124,0.221,130.0,24923775,3.3428666666666667,0
070 Shake,Morrow,Modus Vivendi,album,0.742,0.666,0,-6.832,0.0353,0.0566,0.0182,0.15,0.194,100.049,23786035,4.11045,0
TINI,Muñecas,Muñecas,single,0.681,0.711,10,-4.79,0.0846,0.0278,0.0,0.312,0.826,89.89,17899601,2.6053166666666665,0
TINI,La Triple T,La Triple T,single,0.801,0.633,11,-2.785,0.0777,0.414,0.0,0.27,0.676,92.025,146105333,2.794566666666667,0
TINI,Miénteme,Miénteme,single,0.85,0.541,2,-4.522,0.0674,0.161,5.01e-06,0.286,0.916,92.003,515825041,2.754583333333333,0
TINI,La Loto,La Loto,single,0.855,0.83,1,-2.815,0.106,0.0783,1.31e-06,0.08,0.775,90.009,94571859,3.177783333333333,0
TINI,El Último Beso,El Último Beso,single,0.647,0.662,10,-2.955,0.125,0.305,0.0,0.359,0.693,113.28,45743228,3.2941166666666666,0
TINI,Bar,Bar,single,0.523,0.691,1,-3.802,0.0833,0.133,0.0,0.327,0.677,94.148,176305486,2.6702166666666667,0
TINI,Consejo de Amor (feat. Morat),Quiero Volver,album,0.475,0.717,0,-6.712,0.102,0.194,0.0,0.101,0.646,83.869,187950930,3.328666666666667,1
TINI,Por el Resto de Tu Vida,Por el Resto de Tu Vida,single,0.781,0.662,0,-3.825,0.0336,0.355,0.0,0.161,0.686,91.999,3585845,3.2912833333333333,0
TINI,Fantasi,Fantasi,single,0.832,0.749,10,-3.704,0.316,0.191,0.0,0.109,0.509,126.079,87119139,2.6346666666666665,0
TINI,Carne y Hueso,Carne y Hueso,single,0.582,0.382,7,-8.014,0.0471,0.71,0.0,0.303,0.28,142.093,41212894,2.9718333333333335,0
MC Cabelinho,FOGO E GASOLINA,LITTLE LOVE,album,0.531,0.629,10,-6.378,0.108,0.184,0.0,0.134,0.508,141.562,16750863,3.0294666666666665,0
MC Cabelinho,X1,LITTLE HAIR,album,0.579,0.804,8,-5.024,0.0581,0.457,0.0,0.136,0.546,183.075,83628629,3.1475333333333335,0
MC Cabelinho,NÉ SEGREDO,NÉ SEGREDO,single,0.654,0.71,3,-5.68,0.111,0.619,0.0,0.218,0.508,103.548,39795452,2.5962,0
MC Cabelinho,MINHA CURA,LITTLE LOVE,album,0.656,0.393,2,-8.503,0.0469,0.831,0.0,0.176,0.817,134.73,8453894,2.5782333333333334,0
