,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream
1991,Benjamin Blümchen,Kapitel 01: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.517,0.451,9.0,-21.157,0.938,0.239,0.0,0.623,0.693,110.368,95712.0,68235.0
1992,Benjamin Blümchen,Kapitel 03: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.612,0.485,5.0,-15.67,0.954,0.154,0.0,0.308,0.623,69.149,94370.0,67348.0
1993,Benjamin Blümchen,Kapitel 02: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.533,0.522,1.0,-18.233,0.934,0.158,0.0,0.338,0.629,93.402,93439.0,67206.0
1994,Benjamin Blümchen,Kapitel 15: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.649,0.306,1.0,-18.895,0.937,0.699,0.0,0.315,0.662,117.036,96188.0,66447.0
1995,Benjamin Blümchen,Kapitel 05: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.632,0.454,1.0,-17.611,0.922,0.133,0.0,0.212,0.675,126.661,95465.0,66299.0
1996,Benjamin Blümchen,Kapitel 04: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,album,0.703,0.421,5.0,-15.832,0.94,0.26,0.0,0.331,0.574,65.402,94507.0,66183.0
1997,Rage Against The Machine,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),album,0.466,0.833,7.0,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0,695046200.0
1998,Rage Against The Machine,Bulls On Parade,Evil Empire,album,0.412,0.919,5.0,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,229467.0,328165176.0
1999,Rage Against The Machine,Guerrilla Radio,The Battle Of Los Angeles,album,0.599,0.957,11.0,-5.764,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200.0,196253239.0
2000,Rage Against The Machine,Sleep Now In the Fire,The Battle Of Los Angeles,album,0.426,0.929,2.0,-6.729,0.0701,0.00162,0.105,0.0789,0.539,127.059,205600.0,112308681.0
2001,Rage Against The Machine,Renegades Of Funk,Renegades,album,0.651,0.908,2.0,-4.019,0.0577,0.00184,0.000579,0.384,0.769,123.851,274160.0,126439211.0
2002,Rage Against The Machine,Bombtrack,Rage Against The Machine - XX (20th Anniversary Special Edition),album,0.459,0.926,4.0,-3.415,0.155,0.0239,1.93e-05,0.183,0.569,151.534,243453.0,117728088.0
2003,Rage Against The Machine,Testify,The Battle Of Los Angeles,album,0.47,0.978,7.0,-5.399,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,210133.0,112624144.0
2004,Rage Against The Machine,Know Your Enemy,Rage Against The Machine - XX (20th Anniversary Special Edition),album,0.575,0.857,4.0,-3.961,0.155,0.0125,0.00229,0.145,0.623,117.413,294507.0,91672987.0
2005,Rage Against The Machine,Wake Up,Rage Against The Machine - XX (20th Anniversary Special Edition),album,0.411,0.893,7.0,-3.646,0.139,0.00563,0.00967,0.149,0.513,170.407,363853.0,96545317.0
2006,Rage Against The Machine,People of the Sun,Evil Empire,album,0.53,0.871,7.0,-6.361,0.302,0.00407,0.0207,0.272,0.706,93.046,150067.0,43683776.0
2007,The White Stripes,Seven Nation Army,Elephant,album,0.743,0.446,4.0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107.0,1224350356.0
2008,The White Stripes,Fell In Love With a Girl,White Blood Cells,album,0.356,0.982,4.0,-1.574,0.112,0.713,0.00145,0.941,0.299,95.754,110093.0,186078868.0
2009,The White Stripes,Blue Orchid,Get Behind Me Satan,album,0.481,0.645,10.0,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,157560.0,100995023.0
2010,The White Stripes,We're Going to Be Friends,White Blood Cells,album,0.534,0.441,7.0,-5.752,0.0303,0.661,0.0,0.0934,0.439,97.009,140179.0,103567246.0
2011,The White Stripes,Icky Thump,Icky Thump,album,0.417,0.63,9.0,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533.0,151349285.0
2012,The White Stripes,Seven Nation Army - The Glitch Mob Remix,Seven Nation Army (The Glitch Mob Remix),single,0.701,0.844,4.0,-6.629,0.133,0.152,0.626,0.194,0.198,120.04,257022.0,34019784.0
2013,The White Stripes,The Hardest Button to Button,Elephant,album,0.694,0.515,4.0,-8.663,0.0736,0.00666,0.622,0.0884,0.566,128.246,212888.0,87731472.0
2014,The White Stripes,The Denial Twist,Get Behind Me Satan,album,0.514,0.756,10.0,-7.988,0.147,0.337,0.0,0.135,0.764,90.307,155773.0,22876281.0
2015,The White Stripes,Dead Leaves and the Dirty Ground,White Blood Cells,album,0.305,0.628,9.0,-3.573,0.0348,0.46,3.66e-05,0.0899,0.428,80.389,182168.0,31035455.0
2016,The White Stripes,Apple Blossom,De Stijl,album,0.537,0.454,9.0,-7.896,0.0551,0.65,0.000154,0.0852,0.626,128.193,133293.0,22124003.0
2017,Lynyrd Skynyrd,Sweet Home Alabama,Second Helping (Expanded Edition),album,0.596,0.605,7.0,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800.0,1038381697.0
2018,Lynyrd Skynyrd,Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,album,0.249,0.834,0.0,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107.0,463992990.0
2019,Lynyrd Skynyrd,Simple Man,Pronounced' Leh-'Nerd 'Skin-'Nerd,album,0.422,0.752,6.0,-8.682,0.0449,0.0366,0.000119,0.129,0.403,120.471,356627.0,349904511.0
2020,Lynyrd Skynyrd,Gimme Three Steps,Pronounced' Leh-'Nerd 'Skin-'Nerd,album,0.554,0.74,9.0,-7.706,0.0803,0.698,6.9e-05,0.225,0.804,133.363,267173.0,153122796.0
2021,Lynyrd Skynyrd,Tuesday's Gone,Pronounced' Leh-'Nerd 'Skin-'Nerd,album,0.232,0.615,9.0,-8.636,0.0295,0.0778,5.68e-06,0.0601,0.41,146.488,450227.0,103002999.0
2022,Lynyrd Skynyrd,Sweet Home Alabama - Edit,20th Century Masters: The Millennium Collection: Best Of The '70s,compilation,0.63,0.655,7.0,-9.725,0.0241,0.221,0.00124,0.114,0.91,97.817,220693.0,12720380.0
2023,Lynyrd Skynyrd,Call Me The Breeze,Second Helping (Expanded Edition),album,0.271,0.642,2.0,-10.475,0.0384,0.00434,0.0781,0.118,0.819,186.366,309773.0,47404891.0
2024,Lynyrd Skynyrd,The Ballad Of Curtis Loew,Second Helping (Expanded Edition),album,0.432,0.425,9.0,-12.165,0.0918,0.312,3.19e-06,0.105,0.589,144.821,291736.0,52896902.0
2025,Lynyrd Skynyrd,Gimme Back My Bullets,Gimme Back My Bullets,album,0.428,0.682,1.0,-10.862,0.0441,0.313,1.34e-05,0.116,0.961,168.58,209800.0,20755421.0
2026,Lynyrd Skynyrd,That Smell,Street Survivors,album,0.455,0.573,9.0,-11.301,0.0355,0.0134,0.0304,0.428,0.644,117.252,348240.0,44875967.0
2027,Dido,Thank You,No Angel,album,0.725,0.583,1.0,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,218360.0,274516382.0
2028,Dido,White Flag,Life For Rent,album,0.509,0.538,5.0,-6.835,0.0379,0.306,5.03e-06,0.091,0.284,170.111,240600.0,263108282.0
2029,Dido,Here With Me,No Angel,album,0.555,0.578,11.0,-7.942,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,255400.0,116937940.0
2030,Dido,Life for Rent,Life For Rent,album,0.487,0.519,3.0,-7.249,0.0296,0.191,0.0,0.134,0.154,82.947,221053.0,63474600.0
2031,Dido,Thank You - (Acoustic) [Live],Girl Who Got Away (Expanded Edition),album,0.539,0.407,8.0,-8.604,0.04,0.587,0.0,0.0776,0.614,79.548,154507.0,33581728.0
2032,Dido,Hunter,No Angel,album,0.589,0.743,0.0,-6.94,0.0277,0.245,5.1e-06,0.263,0.533,91.96,237227.0,27675139.0
2033,Dido,Hurricanes,Still on My Mind,album,0.535,0.459,6.0,-8.49,0.0645,0.0722,0.117,0.0942,0.0969,175.944,317293.0,16972698.0
2034,Dido,Don't Leave Home,Life For Rent,album,0.54,0.526,6.0,-8.011,0.037,0.0652,2.2e-05,0.0925,0.467,171.92,226560.0,14744209.0
2035,Dido,No Freedom,Girl Who Got Away (Deluxe),album,0.506,0.513,0.0,-7.889,0.0258,0.0534,2.01e-05,0.0999,0.385,176.04,196200.0,17316715.0
2036,Dido,Give You Up,Still on My Mind,album,0.646,0.431,5.0,-6.759,0.0477,0.663,0.0,0.117,0.13,133.841,201533.0,14107132.0
2037,Eric Clapton,Wonderful Tonight,Slowhand 35th Anniversary (Super Deluxe),album,0.572,0.214,7.0,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,225027.0,376086351.0
2038,Eric Clapton,Layla - Acoustic Live,Unplugged (Live),album,0.559,0.524,2.0,-11.64,0.0462,0.318,0.00094,0.933,0.652,93.85,289027.0,256796771.0
2039,Eric Clapton,Tears in Heaven - Acoustic Live,Unplugged (Deluxe Edition) (Live),album,0.694,0.331,9.0,-13.0,0.0284,0.806,0.00235,0.707,0.458,79.055,280000.0,259793954.0
2040,Eric Clapton,Cocaine,Slowhand 35th Anniversary (Super Deluxe),album,0.699,0.502,9.0,-12.526,0.0278,0.0607,0.0337,0.317,0.676,105.266,221640.0,374517528.0
2041,Eric Clapton,Tears in Heaven,Rush (Music from the Motion Picture Soundtrack),album,0.498,0.242,9.0,-12.238,0.0257,0.835,0.536,0.133,0.312,153.744,271760.0,136927203.0
2042,Eric Clapton,Change the World,Clapton Chronicles: The Best of Eric Clapton,compilation,0.721,0.558,9.0,-8.8,0.0246,0.491,0.00538,0.181,0.542,96.895,234867.0,138183118.0
2043,Eric Clapton,I Shot The Sheriff,461 Ocean Blvd. (Deluxe Edition),album,0.73,0.639,7.0,-11.025,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747.0,84085621.0
2044,Eric Clapton,Lay Down Sally,Slowhand 35th Anniversary (Super Deluxe),album,0.69,0.5,4.0,-16.145,0.0909,0.598,0.0288,0.11,0.586,191.539,236093.0,64692929.0
2045,Eric Clapton,My Father's Eyes,Pilgrim,album,0.807,0.552,4.0,-6.568,0.0333,0.00886,0.000218,0.238,0.783,93.006,323440.0,52388757.0
2046,Eric Clapton,All Your Love - Stereo,Bluesbreakers,album,0.321,0.625,2.0,-5.219,0.0302,0.491,5.08e-05,0.345,0.777,107.338,212600.0,
2047,Bob Dylan,Knockin' On Heaven's Door,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),album,0.513,0.396,7.0,-13.061,0.0299,0.251,0.177,0.11,0.229,140.208,149880.0,289334811.0
2048,Bob Dylan,Like a Rolling Stone,Highway 61 Revisited,album,0.482,0.721,0.0,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,369600.0,290340526.0
2049,Bob Dylan,Blowin' in the Wind,The Freewheelin' Bob Dylan,album,0.38,0.0993,2.0,-20.567,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427.0,164239415.0
2050,Bob Dylan,Girl from the North Country,Nashville Skyline,album,0.607,0.142,7.0,-23.455,0.0382,0.843,0.000197,0.121,0.305,118.867,220400.0,134134207.0
2051,Bob Dylan,Hurricane,Desire,album,0.509,0.827,0.0,-7.715,0.0782,0.0409,0.0,0.12,0.743,135.601,512733.0,184267120.0
2052,Bob Dylan,The Times They Are A-Changin',The Times They Are A-Changin',album,0.389,0.396,7.0,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86,192053.0,190928895.0
2053,Bob Dylan,"Don't Think Twice, It's All Right",The Freewheelin' Bob Dylan,album,0.6,0.243,4.0,-17.085,0.0366,0.89,0.0022,0.249,0.468,110.535,217400.0,106638958.0
2054,Bob Dylan,Mr. Tambourine Man,Bringing It All Back Home,album,0.39,0.31,5.0,-14.545,0.0676,0.794,0.0,0.379,0.584,177.515,330533.0,93541470.0
2055,Bob Dylan,"Lay, Lady, Lay",Nashville Skyline,album,0.52,0.179,11.0,-21.976,0.0454,0.356,0.00344,0.131,0.407,155.746,197093.0,80272696.0
2056,Bob Dylan,Shelter from the Storm,Blood On The Tracks,album,0.486,0.241,4.0,-17.337,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,301133.0,74765283.0
2057,Bill Withers,Ain't No Sunshine,Just As I Am,album,0.527,0.415,4.0,-11.451,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093.0,545720692.0
2058,Bill Withers,Lovely Day,Menagerie,album,0.692,0.651,9.0,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,254560.0,479283663.0
2059,Bill Withers,Lean on Me,Still Bill,album,0.619,0.22,0.0,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,258835.0,243988277.0
2060,Bill Withers,Use Me,Still Bill,album,0.758,0.586,11.0,-13.461,0.056,0.033,0.0028,0.0743,0.947,154.629,228327.0,115481172.0
2061,Bill Withers,Grandma's Hands,Just As I Am,album,0.731,0.312,4.0,-14.939,0.0878,0.593,1.69e-06,0.111,0.578,82.366,121080.0,65511503.0
2062,Bill Withers,Who Is He (And What Is He to You)?,Still Bill,album,0.921,0.313,1.0,-12.543,0.0368,0.104,0.00118,0.0821,0.957,99.3,194428.0,41887927.0
2063,Bill Withers,Kissing My Love,Still Bill,album,0.825,0.526,1.0,-13.079,0.183,0.3,0.000152,0.0552,0.891,93.654,231044.0,16394770.0
2064,Bill Withers,Can We Pretend,'Justments,album,0.596,0.313,9.0,-13.487,0.044,0.853,0.201,0.0601,0.489,82.067,229573.0,12187074.0
2065,Bill Withers,Ruby Lee,'Justments,album,0.836,0.311,0.0,-14.093,0.0568,0.553,0.00388,0.0999,0.963,113.101,197533.0,3531820.0
2066,Bill Withers,Sweet Wanomi,Just As I Am,album,0.757,0.333,9.0,-11.706,0.0293,0.684,0.205,0.106,0.928,95.582,152773.0,8227923.0
2067,Louis Armstrong,What A Wonderful World,What A Wonderful World,album,0.271,0.165,5.0,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227.0,421889199.0
2068,Louis Armstrong,Dream A Little Dream Of Me,What A Wonderful World,album,0.461,0.185,2.0,-18.087,0.0502,0.604,0.0,0.121,0.405,95.509,196840.0,247837187.0
2069,Louis Armstrong,La vie en rose - Single Version,Highlights From His Decca Years,album,0.558,0.123,0.0,-10.396,0.0525,0.809,0.00121,0.0916,0.341,70.16,206333.0,209004792.0
2070,Louis Armstrong,Cool Yule,Louis Wishes You a Cool Yule,album,0.568,0.505,0.0,-8.041,0.128,0.676,1.67e-05,0.516,0.692,149.439,176699.0,60505094.0
2071,Louis Armstrong,Cheek To Cheek,The Complete Ella And Louis On Verve,album,0.663,0.264,0.0,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,354533.0,119915913.0
2072,Louis Armstrong,Summertime,Porgy And Bess,album,0.172,0.0696,11.0,-21.295,0.0339,0.916,0.00199,0.137,0.103,167.974,298133.0,98732181.0
2073,Louis Armstrong,"Hello, Dolly!","Hello, Dolly! (Remastered)",album,0.0,0.405,0.0,-9.935,0.0,0.842,0.00114,0.198,0.0,0.0,147000.0,22358910.0
2074,Louis Armstrong,"'Zat You, Santa Claus? - Single Version",Louis Wishes You a Cool Yule,album,0.683,0.514,5.0,-9.168,0.252,0.325,0.0,0.161,0.654,122.097,169093.0,23564627.0
2075,Louis Armstrong,I've Got My Love To Keep Me Warm,Ella And Louis Again,album,0.523,0.427,0.0,-11.556,0.0766,0.774,0.0,0.448,0.784,110.577,189040.0,18144945.0
2076,Louis Armstrong,A Kiss To Build A Dream On - Single Version,Satchmo Serenades,album,0.723,0.0811,0.0,-14.113,0.0631,0.779,0.0,0.509,0.36,88.044,181493.0,57364820.0
2077,Enya,Only Time,A Day Without Rain,album,0.418,0.249,3.0,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803,218547.0,247417162.0
2078,Enya,Caribbean Blue,Shepherd Moons,album,0.386,0.319,4.0,-16.512,0.0332,0.776,0.965,0.106,0.661,157.614,239600.0,
2079,Enya,A Day Without Rain,A Day Without Rain,album,0.23,0.159,5.0,-16.315,0.0323,0.907,0.924,0.102,0.039,70.614,156880.0,61328614.0
2080,Enya,May It Be,The Very Best of Enya (Deluxe Edition),compilation,0.151,0.172,9.0,-17.018,0.0383,0.981,0.0238,0.133,0.103,81.397,209693.0,154953806.0
2081,Enya,Orinoco Flow,Watermark,album,0.685,0.307,0.0,-17.283,0.0305,0.797,0.28,0.0988,0.559,114.981,266194.0,
2082,Enya,Wild Child,A Day Without Rain,album,0.6,0.372,0.0,-10.477,0.0256,0.726,0.59,0.154,0.553,79.705,227493.0,69803747.0
2083,Enya,Aníron,The Very Best of Enya (Deluxe Edition),compilation,0.177,0.305,1.0,-14.082,0.036,0.937,0.827,0.0913,0.035,128.585,164613.0,24307229.0
2084,Enya,Amarantine,Amarantine,album,0.54,0.279,8.0,-12.031,0.0317,0.908,0.0414,0.109,0.218,79.71,190533.0,40281170.0
2085,Enya,Watermark,Watermark,album,0.303,0.0861,10.0,-20.265,0.0336,0.969,0.946,0.109,0.0401,135.452,144242.0,
2086,Enya,Echoes in Rain,Dark Sky Island,album,0.693,0.396,9.0,-9.428,0.0298,0.826,0.803,0.0847,0.499,93.875,215453.0,60858237.0
2087,Papa Roach,Last Resort,Infest,album,0.589,0.89,4.0,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907.0,874149540.0
2088,Papa Roach,Scars,Getting Away With Murder,album,0.384,0.921,11.0,-3.334,0.055,0.0948,0.0,0.168,0.471,89.922,208186.0,207450492.0
2089,Papa Roach,Between Angels And Insects,Infest,album,0.519,0.961,2.0,-3.214,0.0642,0.000207,0.000419,0.195,0.344,93.466,234467.0,83658884.0
2090,Papa Roach,Help,Crooked Teeth (Deluxe),album,0.383,0.9,7.0,-5.42,0.134,0.00085,1.94e-06,0.271,0.286,183.96,214797.0,142535144.0
2091,Papa Roach,Last Resort (Reloaded),Last Resort (Reloaded),single,0.639,0.684,2.0,-5.619,0.0353,0.00966,0.0,0.194,0.465,88.05,137297.0,41921153.0
2092,Papa Roach,Swerve - Rockzilla Remix,Swerve (Rockzilla Remix),single,0.585,0.912,10.0,-4.804,0.0889,0.00258,0.0,0.108,0.828,165.035,167832.0,1512674.0
2093,Papa Roach,Kill The Noise,Ego Trip,album,0.533,0.865,0.0,-5.469,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,188127.0,34341994.0
2094,Papa Roach,Born For Greatness,Crooked Teeth (Deluxe),album,0.525,0.85,9.0,-5.469,0.0678,0.0571,0.0,0.0555,0.275,134.115,227847.0,128199963.0
2095,Papa Roach,She Loves Me Not,lovehatetragedy,album,0.598,0.955,2.0,-4.52,0.0916,0.00122,0.0,0.243,0.402,119.126,209573.0,50637665.0
2096,Papa Roach,Blood Brothers,Infest,album,0.475,0.958,2.0,-3.322,0.0581,0.000277,2.2e-06,0.432,0.624,169.16,213867.0,48053766.0
2097,Ozzy Osbourne,Crazy Train,Blizzard Of Ozz (40th Anniversary Expanded Edition),album,0.454,0.913,9.0,-4.008,0.107,0.408,0.000271,0.248,0.521,137.688,293183.0,508646337.0
2098,Ozzy Osbourne,No More Tears,No More Tears (Expanded Edition),album,0.346,0.749,6.0,-6.506,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,108213989.0
2099,Ozzy Osbourne,"Mama, I'm Coming Home",No More Tears (Expanded Edition),album,0.282,0.656,8.0,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867.0,163396089.0
2100,Ozzy Osbourne,Bark at the Moon,Bark At The Moon (Expanded Edition),album,0.303,0.961,9.0,-5.333,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120.0,105062298.0
2101,Ozzy Osbourne,Mr. Crowley,Blizzard Of Ozz (40th Anniversary Expanded Edition),album,0.307,0.748,2.0,-6.514,0.0568,0.212,0.000153,0.368,0.347,108.227,302648.0,49562922.0
2102,Ozzy Osbourne,I Don't Wanna Stop,Black Rain (Expanded Edition),album,0.578,0.937,5.0,-3.926,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,239827.0,57845850.0
2103,Ozzy Osbourne,Shot in the Dark,The Ultimate Sin,album,0.581,0.791,6.0,-7.262,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293.0,59203763.0
2104,Ozzy Osbourne,Dreamer,Down To Earth,album,0.493,0.636,1.0,-7.408,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,284907.0,90646036.0
2105,Ozzy Osbourne,Patient Number 9 (feat. Jeff Beck),Patient Number 9,album,0.318,0.87,5.0,-4.246,0.0652,0.000195,0.192,0.133,0.297,169.906,441402.0,12485722.0
2106,Ozzy Osbourne,One of Those Days (feat. Eric Clapton),Patient Number 9,album,0.412,0.835,3.0,-4.342,0.0335,0.000434,0.457,0.106,0.313,81.958,280207.0,4653404.0
2107,a-ha,Take on Me,Hunting High and Low,album,0.573,0.902,6.0,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,225280.0,1299777688.0
2108,a-ha,The Sun Always Shines on T.V.,Hunting High and Low,album,0.494,0.839,9.0,-8.79,0.0647,0.0534,0.0706,0.253,0.219,126.329,302400.0,66614165.0
2109,a-ha,Hunting High and Low,Hunting High and Low,album,0.513,0.676,9.0,-6.148,0.0309,0.301,0.0,0.0864,0.311,116.592,228693.0,64511762.0
2110,a-ha,Take On Me - 2017 Acoustic,Take On Me (2017 Acoustic),single,0.437,0.188,9.0,-10.868,0.0307,0.92,1.26e-05,0.0988,0.223,103.883,184326.0,44538279.0
2111,a-ha,Crying in the Rain,"East of the Sun, West of the Moon",album,0.394,0.547,2.0,-9.276,0.0383,0.436,0.000111,0.344,0.151,181.74,260227.0,54925462.0
2112,a-ha,Stay on These Roads,Stay on These Roads,album,0.572,0.51,5.0,-9.99,0.0308,0.0329,0.103,0.163,0.188,103.973,284053.0,38423564.0
2113,a-ha,You Are the One,Stay on These Roads,album,0.514,0.71,2.0,-11.731,0.0316,0.017,0.007,0.29,0.861,161.108,231573.0,25875759.0
2114,a-ha,Take On Me - MTV Unplugged,MTV Unplugged - Summer Solstice,album,0.472,0.204,9.0,-13.419,0.0408,0.966,4.12e-05,0.69,0.296,129.504,253907.0,59712050.0
2115,a-ha,I've Been Losing You,Scoundrel Days (Deluxe Edition),album,0.646,0.929,7.0,-4.58,0.043,0.0517,0.0301,0.139,0.419,119.027,265653.0,18761173.0
2116,a-ha,There's Never a Forever Thing,Stay on These Roads,album,0.602,0.303,7.0,-15.077,0.0243,0.521,0.00582,0.139,0.255,99.006,171573.0,11329912.0
2117,Mötley Crüe,Kickstart My Heart,Dr. Feelgood (Deluxe Version),album,0.465,0.977,7.0,-3.839,0.175,0.00111,0.00298,0.201,0.233,89.535,284027.0,456226661.0
2118,Mötley Crüe,"Girls, Girls, Girls","Girls, Girls, Girls (Deluxe Version)",album,0.599,0.931,7.0,-4.653,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,270427.0,216378922.0
2119,Mötley Crüe,Dr. Feelgood,Dr. Feelgood (Deluxe Version),album,0.535,0.967,2.0,-4.082,0.0678,0.000885,0.0181,0.233,0.353,110.975,291307.0,179527536.0
2120,Mötley Crüe,Home Sweet Home,Theatre of Pain (2021 - Remaster),album,0.395,0.777,5.0,-5.848,0.0334,0.097,5.52e-06,0.197,0.12,75.575,239080.0,181109214.0
2121,Mötley Crüe,Shout At The Devil,Shout At The Devil,album,0.5,0.946,5.0,-5.428,0.072,0.0221,4.21e-05,0.068,0.45,94.544,194987.0,124633071.0
2122,Mötley Crüe,Wild Side,"Girls, Girls, Girls (Deluxe Version)",album,0.596,0.896,0.0,-4.635,0.0383,0.00761,0.000595,0.372,0.457,115.093,281960.0,92688735.0
2123,Mötley Crüe,Live Wire,Too Fast For Love (Deluxe Version),album,0.411,0.904,7.0,-6.652,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,194587.0,84047575.0
2124,Mötley Crüe,Looks That Kill,Shout At The Devil,album,0.485,0.949,0.0,-5.79,0.0404,0.00327,0.00631,0.115,0.742,135.972,247840.0,72154765.0
2125,Mötley Crüe,Same Ol' Situation (S.O.S.),Dr. Feelgood (Deluxe Version),album,0.498,0.984,2.0,-3.296,0.128,0.0363,2.96e-05,0.11,0.258,139.71,254040.0,58208312.0
2126,Mötley Crüe,Smokin' In The Boys Room,Theatre Of Pain (Deluxe Version),album,0.391,0.938,2.0,-4.86,0.0792,0.00177,1.06e-06,0.247,0.654,134.708,208400.0,45060283.0
2127,Alice In Chains,Would? (2022 Remaster),Dirt (2022 Remaster),album,0.305,0.833,6.0,-7.981,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773.0,235889888.0
2128,Alice In Chains,Man in the Box,Facelift,album,0.355,0.791,8.0,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200.0,281425872.0
2129,Alice In Chains,Nutshell,Jar Of Flies,album,0.384,0.561,3.0,-10.059,0.0296,0.373,0.253,0.0775,0.159,136.136,259200.0,153621659.0
2130,Alice In Chains,Rooster (2022 Remaster),Dirt (2022 Remaster),album,0.271,0.551,3.0,-8.46,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333.0,164654924.0
2131,Alice In Chains,Them Bones (2022 Remaster),Dirt (2022 Remaster),album,0.159,0.946,9.0,-5.756,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,149467.0,105831963.0
2132,Alice In Chains,Down In A Hole (2022 Remaster),Dirt (2022 Remaster),album,0.357,0.795,6.0,-5.909,0.0337,0.0134,0.00013,0.111,0.416,97.171,338227.0,111338006.0
2133,Alice In Chains,No Excuses,Jar Of Flies,album,0.527,0.838,3.0,-6.013,0.0323,0.0206,0.00062,0.07,0.721,117.454,255573.0,79473458.0
2134,Alice In Chains,We Die Young,Facelift,album,0.486,0.938,1.0,-6.652,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,152560.0,34543000.0
2135,Alice In Chains,I Stay Away,Jar Of Flies,album,0.174,0.781,6.0,-7.066,0.0406,0.0452,0.00346,0.0822,0.276,81.37,254400.0,46003451.0
2136,Alice In Chains,Heaven Beside You,Alice In Chains,album,0.551,0.724,10.0,-7.09,0.032,0.00451,0.000167,0.116,0.559,111.243,327893.0,52442898.0
2137,Ella Fitzgerald,Sleigh Ride,Ella Wishes You A Swinging Christmas (Expanded Edition),album,0.508,0.287,1.0,-12.472,0.0523,0.764,0.0,0.153,0.644,154.759,175987.0,130299557.0
2138,Ella Fitzgerald,Frosty The Snowman,Ella Wishes You A Swinging Christmas (Expanded Edition),album,0.579,0.502,8.0,-7.57,0.0513,0.733,0.0,0.281,0.836,76.816,131733.0,116202335.0
2139,Ella Fitzgerald,Cheek To Cheek,The Complete Ella And Louis On Verve,album,0.663,0.264,0.0,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,354533.0,119915913.0
2140,Ella Fitzgerald,Dream A Little Dream Of Me,Ella: The Legendary Decca Recordings,album,0.491,0.154,0.0,-13.706,0.0839,0.916,0.0,0.163,0.36,95.261,187693.0,247837187.0
2141,Ella Fitzgerald,What Are You Doing New Year's Eve?,Ella Wishes You A Swinging Christmas (Expanded Edition),album,0.345,0.253,3.0,-10.555,0.0404,0.983,2.91e-06,0.137,0.249,138.079,212107.0,22005346.0
2142,Ella Fitzgerald,Summertime,Porgy And Bess,album,0.172,0.0696,11.0,-21.295,0.0339,0.916,0.00199,0.137,0.103,167.974,298133.0,98732181.0
2143,Ella Fitzgerald,We Three Kings - Remastered 2006,Ella Fitzgerald's Christmas (Deluxe Edition),album,0.32,0.283,0.0,-14.078,0.0365,0.922,0.000305,0.145,0.431,79.716,127333.0,8456463.0
